kunnr,mart_miktar_ton,aygpay,hesnav,MRT 2026,fiil_nakliye_tl_ton,fob_tutar,ton_bası_karlılık
1052097,1.92,35575.22,5543.82,-27733.0,5087.264408116462,,21587.504758550203
1052100,35.7,35575.22,5543.82,-860269.0,5010.990442181862,,12010.8786894708
1052115,27.78,33575.22,5543.82,-205299.0,4924.131247202022,,26804.735966620872
1052122,1.5,35575.22,5543.82,0.0,5972.035560053,,35147.004439947
1052123,3.6,35575.22,5543.82,-43518.0,5787.001543514395,,23243.70512315227
1052124,14.16,35575.22,5543.82,-480627.0,6317.392277946073,,859.0629762912213
1052127,23.7,35575.22,5543.82,-223901.0,6060.829049532058,13.454412378378379,25610.911372408867
1053023,1.74,36300.3,5576.32,-15185.0,8728.81287622042,,24420.795629526707
1053025,7.52,36300.3,5576.32,-109413.0,8149.165622040363,,19177.853314129854
1053028,1.98,35486.05,4439.96,-34104.0,9849.420727631477,,12852.3468481261
1053035,4.44,36300.3,5576.32,-37441.0,8820.534626888275,,24623.42771545407
1053039,1.2,36300.3,5576.32,-3400.0,10946.963289695332,,28096.323376971337
1053046,3.46,36300.3,5576.32,-52849.0,,2.6364864864864868,26602.342543352606
1053047,4.56,36300.3,5576.32,0.0,8853.121876865425,,33023.498123134574
1053051,2.27,36300.3,5576.32,-29484.0,8651.670340806339,,20236.403403687054
1053060,6.11,36300.3,5576.32,-34731.0,9524.712674598059,,26667.619273028788
1053062,1.97,35486.05,4439.96,-23382.0,8912.770394330411,2.6364864864864868,19144.204072674667
1053063,1.68,36300.3,5576.32,-8227.0,9126.95799375823,,27852.638196717962
1054015,12.38,35787.05,5331.99,0.0,1847.523493744788,,39271.51650625521
1054027,6.56,35787.05,5331.99,-32820.0,2349.8288940985744,,33766.16232541362
1054030,5.94,35787.05,5331.99,-59400.0,1656.293546794088,,29462.74645320591
1054045,4.06,35787.05,5331.99,-28392.0,2322.603657767993,,31803.332893956147
1054046,1.15,35787.05,5331.98,-5760.0,5334.540464194435,12.290034486486485,30775.793883631653
1054054,21.73,35787.05,5331.99,-347712.0,2393.8240257934303,,22723.7433557068
1054064,8.4,35787.05,5331.99,-63278.0,2361.1079393629907,,31224.836822541773
1054068,1.68,35787.05,5331.98,-12720.0,5136.284651264031,,28411.316777307395
1054076,5.06,35787.05,5331.99,-40512.0,5027.461551518255,,28085.254337809813
1055009,16.26,35664.89,5454.15,-199461.0,4892.498792220784,8.049193243243243,23959.567038037516
1055043,1.14,35664.9,5454.17,-9828.0,4751.903332767038,,27746.114035654013
1055053,12.41,35664.89,5454.15,-159529.0,3370.53482301131,,24893.63007626347
1055064,20.39,35164.88,5454.15,-360574.0,,3.610826432432433,22935.16536047082
1055080,4.04,35664.89,5454.15,-13074.0,,7.475599243243243,37882.90138613861
1055082,3.41,35664.89,5454.15,-10046.0,5409.42401816028,,32763.574926121248
1055083,9.92,35664.89,5454.15,-80923.0,5339.851001587812,,27621.62851454122
1055088,9.0,35664.89,5454.15,-76768.0,5910.589841283399,,26678.672380938824
1055094,1.49,35664.89,5454.14,-27542.0,5922.300529234671,,16712.165712376067
1055097,10.8,35164.89,5454.15,-158189.0,,3.782303513513514,25971.910370370373
1055100,8.4,35664.89,5454.15,-29820.0,4629.6804047876485,,32939.35959521235
1055111,3.9,35664.89,5454.15,-31946.0,5769.207900441922,,27158.55004827603
1055113,11.83,35664.89,5454.15,-156493.0,4989.621798172476,5.444977351351351,22900.931304109858
1055114,3.0,35664.89,5454.15,-28636.0,4772.250262051198,,26801.45640461547
1055119,5.16,35664.89,5454.15,-98615.0,4952.693427321069,,17054.9124641518
1056011,1.14,35461.15,5458.42,-22191.0,6088.175709213268,,15365.604817102518
1056017,0.9,35461.15,5458.42,0.0,4137.802466419211,,36781.76753358079
1056019,1.56,35461.15,5458.42,-10920.0,6626.839114324702,,27292.7308856753
1056029,2.4,34646.9,4322.06,-23100.0,5277.050692780633,,24066.909307219365
1056038,21.96,35461.15,5458.42,-461160.0,5286.909501070651,,14632.660498929348
1057010,2.76,35673.22,5445.83,-10350.0,5372.179725795718,,31996.870274204288
1057014,27.37,35673.22,5445.82,-239949.0,6140.555802676089,,26211.622670104327
1057023,7.19,35673.22,5445.82,-21797.0,5737.972071305549,,32349.496301434367
1057026,2.21,35673.22,5445.82,-11520.0,,15.851189513513514,35906.37031674208
1057031,6.72,35673.22,5445.82,-28375.0,7043.71971339654,,29852.850048508226
1057044,6.72,35673.22,5445.82,-17982.0,7155.053587610495,,31288.09355524665
1057046,5.4,35673.22,5445.82,-58677.0,9028.756134210018,,21224.172754678875
1058022,3.0,34442.18,4347.46,-9750.0,18469.651984107375,,17069.988015892624
1058038,4.57,35256.43,5483.82,-23425.0,7828.9507230141635,,27785.47870805805
1058050,0.72,34442.18,4347.46,-6209.0,9929.50741733779,,20236.521471551096
1058061,2.52,35256.43,5483.82,-3000.0,8716.24852865221,,30833.5252808716
1058062,3.6,34442.18,4347.46,-28493.0,8018.289640635607,,22856.62813714217
1058067,3.14,35256.43,5483.82,-14988.0,8327.589431806367,,27639.412160550324
1058076,2.82,34442.18,4347.46,-2880.0,19019.192320906197,,18749.171083349123
1058077,7.38,32942.18,4347.46,-31365.0,,39.48423254054054,33039.64
1058084,4.44,34442.18,4347.46,-44798.0,9340.535367626668,,19359.464992733694
1058088,0.78,34442.18,4347.46,-2730.0,11063.720718410372,,24225.919281589628
1058089,1.2,34442.18,4347.46,-10059.0,20486.353172599946,,9920.786827400054
1059033,6.0,35739.89,5379.15,-52182.0,3460.227581380741,,28961.812418619258
1059039,9.88,35739.89,5379.15,-125689.0,,13.95545027027027,28397.48129554656
1059046,1.06,35739.88,5379.15,0.0,3255.562445953753,,37863.46755404625
1059054,11.4,35739.89,5379.15,-4731.0,4107.1039928798455,,36596.93600712015
1060043,0.84,35707.38,5411.65,-2100.0,8243.85548233694,,30375.174517663057
1060046,1.31,34893.14,4275.29,-3270.0,6774.409546014942,,29897.83724787819
1060048,0.72,35707.38,5411.65,-2808.0,6922.559255251789,,30296.470744748207
1060054,2.1,35707.39,5411.65,-25781.0,6679.987630470102,,22162.385702863234
1060055,11.58,34207.39,5411.65,-266243.0,7205.891569624376,,9421.524941601878
1060058,7.58,35707.39,5411.65,-63072.0,6590.244458193228,,26207.95121462999
1060059,1.21,35707.39,5411.66,-6788.0,8040.592072922988,,27468.54057170511
1060060,2.84,35707.39,5411.65,-12357.0,7462.862759438969,,29305.120902532864
1060072,6.0,35707.39,5411.65,-51273.0,5316.633361832372,,27256.90663816763
1060074,7.62,35707.39,5411.65,-53769.0,6248.066466376256,,27814.67432102532
1061035,5.0,36382.47,5494.15,0.0,7439.229601050265,2.6364864864864868,34437.390398949734
1061040,1.02,36382.47,5494.15,0.0,11463.0543703812,,30413.565629618803
1061079,6.6,36382.47,5494.15,0.0,8696.189108331495,2.6364864864864868,33180.43089166851
1061082,2.02,36382.5,5494.17,-15133.0,,2.6364864864864868,34385.08584158416
1061088,44.16,36382.47,5494.15,-1516447.0,8955.688524787141,2.6364864864864868,-1418.900952323369
1061090,5.1,36382.5,5494.17,-68155.0,,2.6364864864864868,28512.94450980392
1061091,3.05,35568.22,4357.79,0.0,,2.6364864864864868,39926.01
1061093,10.7,36382.47,5494.15,0.0,8464.832380300939,2.6364864864864868,33411.78761969906
1061095,26.38,36382.47,5494.15,-198840.0,,2.6364864864864868,34339.091569370736
1061105,4.62,36382.47,5494.15,-18064.0,7769.600891942168,2.6364864864864868,30197.062398101127
1061106,6.46,36382.47,5494.15,-143209.0,,2.6364864864864868,19708.044148606812
1061117,1.57,36382.48,5494.15,-7860.0,,2.6364864864864868,36870.260573248415
1061125,3.6,36382.47,5494.15,-25507.0,9231.128515624476,,25560.213706597748
1061130,22.34,36382.47,5494.15,-312816.0,7247.392629844664,2.6364864864864868,20626.720655741727
1062009,7.2,35396.59,5445.82,-46800.0,8157.343862420668,,26185.066137579328
1062014,2.4,35396.59,5445.82,-13200.0,6138.296583518545,,29204.11341648145
1062023,13.26,35396.59,5445.82,-139230.0,5663.608700612621,,24678.801299387378
1062024,4.04,35396.59,5445.82,-57264.0,6703.708075910266,,19964.444498347155
1063024,0.36,35376.06,5392.5,-2520.0,6957.967640177503,,26810.59235982249
1063043,12.0,34437.72,4256.13,-4324000.0,5852.231027580706,25.35002848648649,-327491.714360914
1063100,0.18,35376.02,5392.5,-1260.0,4524.613590039083,,29243.906409960917
1063115,2.52,35376.03,5392.49,-26460.0,7540.929838570385,,22727.59016142961
1063118,0.84,35376.02,5392.5,-7560.0,4967.426286017206,,26801.093713982787
1064024,3.48,35734.4,5384.64,-70647.0,4071.318509193381,,16746.859421841105
1064029,1.68,35734.4,5384.64,-72289.0,,,-1910.1266666666706
1064032,5.46,35734.4,5384.64,-168824.0,4709.152115261659,,5489.741364591824
1064033,9.24,35734.4,5384.64,-156349.0,4328.234551675068,,19869.918002437484
1064039,27.12,35734.4,5384.64,-606443.0,3663.2696289603787,,15094.302819417204
1065016,57.25,35664.05,5557.15,0.0,6739.740421278836,44.288227297297304,34481.459578721166
1065025,1.38,35664.06,5557.15,-6900.0,7860.619367288162,,28360.590632711835
1065045,4.86,34849.8,4420.79,-77760.0,6733.090143654515,,16537.499856345494
1065047,17.22,35664.05,5557.15,-344396.0,6056.563789625878,,15164.868498411292
1065061,12.0,35664.05,5557.15,-240000.0,,,21221.200000000004
1065065,3.12,35664.05,5557.15,-40853.0,7447.5606188182255,,20679.72912477152
1065072,3.96,35664.05,5557.15,-31200.0,8411.232369581012,,24931.179751631113
1066025,1.56,35711.9,5427.98,-6240.0,5193.650900725976,,31946.22909927403
1066035,8.82,34979.48,4291.62,-158760.0,,19.132771513513514,21271.100000000006
1066043,4.44,35711.92,5428.0,-67488.0,6119.448192679153,,19820.471807320842
1066048,4.2,35727.01,5427.98,-84000.0,5156.394649095734,,15998.595350904274
1066058,0.72,35711.9,5427.98,-9360.0,5060.601148577356,,23079.27885142265
1066060,3.0,35711.9,5427.98,-28500.0,5625.537610593438,,26014.342389406564
1066061,4.74,35711.9,5427.98,-97917.0,,28.036502756756757,20482.285063291143
1067037,5.4,35738.22,5380.82,-67059.0,4878.984691423306,,23821.721975243363
1067046,23.47,35738.22,5380.82,-127000.0,3451.3895121525798,,32256.487300800127
1067047,15.59,35738.22,5380.82,-245704.0,3696.66195586664,,21662.01883951501
1067051,7.14,35738.22,5380.82,-75748.0,3919.1368177515537,,26590.93959681427
1067055,3.0,35738.22,5380.82,-42769.0,5456.482717440684,,21406.223949225983
1067056,8.98,35738.22,5380.82,-75213.0,3740.2324927911795,,29003.19503504847
1067065,8.66,35738.22,5380.82,-33813.0,4005.772076801551,,33208.76445899522
1067100,15.13,35738.22,5380.82,-167009.0,5072.353390713247,,25008.418268242473
1067102,12.72,35738.22,5380.82,-114527.0,4334.152770166758,,27781.192261279786
1068026,12.6,35843.72,5373.32,-134684.0,5696.578367991404,,24831.25528280225
1068029,3.6,35029.47,4236.96,-50400.0,4623.180356240257,,20643.249643759744
1069015,4.16,36451.29,5502.49,-36792.0,9275.312012844788,,23834.23721792444
1069020,0.54,35637.04,4366.13,-5000.0,12078.030900148946,,18665.879840591795
1069022,0.66,36451.29,5502.49,-1980.0,12266.565139795042,,26687.214860204956
1070006,3.71,35760.73,5379.15,-35226.0,7100.627025523673,,24544.37426827687
1070007,2.16,34946.48,4242.79,-14040.0,9207.766523387336,,23481.50347661267
1070009,2.16,35760.73,5379.15,-16200.0,9406.536194136439,,24233.343805863566
1070018,3.64,35760.73,5379.15,-29088.0,7921.879754830164,,25226.791453961046
1071020,1.26,35842.39,5297.49,-9450.0,,10.178103351351352,33639.88
1072012,2.58,35389.92,5452.49,-28380.0,5242.366787027752,,24600.043212972247
1072015,0.84,35389.92,5452.49,-4200.0,3868.096822248994,,31974.313177751
1072017,29.4,35389.92,5452.49,-689173.0,3735.662986648641,,13665.488509949995
1072024,2.7,34575.67,4316.13,-27000.0,5056.326950218066,,23835.473049781933
1072030,2.04,35389.92,5452.49,-10200.0,5592.186604378804,,30250.223395621193
1072031,0.48,35389.92,5452.5,-2400.0,4981.87379582879,,30860.54620417121
1072033,3.78,35389.92,5452.49,-32130.0,4669.40716553762,,27673.00283446238
1072037,1.32,35389.92,5452.49,-29318.0,6277.802467520329,,12354.00147187361
1073010,5.4,35383.99,5458.42,-161949.0,5486.9044375401045,,5364.950006904335
1073016,14.88,35383.99,5458.42,-179566.0,5842.777277620014,,22932.02519549826
1073021,14.64,35383.99,5458.42,-211979.0,4638.064701012482,,21724.905408277133
1073027,21.9,35383.99,5458.42,-251081.0,5350.742184220807,,24026.78197103033
1073031,3.12,35383.99,5458.42,-58109.0,8538.609805582515,,13679.120707237995
1073037,2.88,35384.0,5458.42,-30872.0,7195.115245497029,,22927.860310058524
1074001,23.32,35719.05,5399.99,-295865.0,4726.228827609756,,23705.632784740163
1074005,22.82,35719.05,5399.99,-258731.0,5301.253472140349,,24479.8811816721
1074008,7.62,35719.05,5399.99,-34290.0,4257.015822984979,,32362.024177015024
1074011,7.09,35719.05,5399.99,-22950.0,5832.660422417588,,32049.426122011184
1074013,7.86,35719.05,5399.99,-25545.0,5878.137121999764,,31990.90287800024
1074014,2.64,35719.05,5399.99,-8580.0,4074.8501385407385,,33794.189861459265
1074025,12.72,35719.05,5399.99,-192604.0,4912.994854814663,,21064.221245814268
1075003,1.56,35657.04,4371.13,-10800.0,17499.609928374473,,15605.483148548603
1075007,3.41,36471.29,5507.49,-65985.0,11498.839533052495,,11129.50058424956
1075009,3.3,36471.28,5507.48,-30810.0,12207.258538444677,,20435.13782519168
1075012,0.48,36471.28,5507.5,0.0,13070.714549497881,,28908.065450502116
1075021,2.52,36471.29,5507.49,-12660.0,12648.153347836853,,24306.817128353625
1075023,2.64,36471.3,5507.5,-34440.0,12053.654161810093,,16879.691292735366
1076016,5.16,36461.97,5516.82,-74700.0,12068.05947029428,,15433.98634365921
1076017,1.44,35647.71,4380.46,-5760.0,14809.207225570577,,21218.96277442942
1076020,1.56,36461.96,5516.82,-29621.0,12471.204635784881,,10519.754851394606
1076027,5.4,36461.94,5516.81,-72900.0,12316.844149957713,,16161.905850042287
1077016,2.4,34964.8,4203.63,-27227.0,5391.770589490022,,22432.076077176644
1077022,4.46,35779.17,5340.0,-49153.0,2167.6132403255633,,27930.704741737216
1077025,6.52,35779.05,5339.99,-78192.0,4066.113291531671,,25060.288671658513
1078001,14.02,35656.06,5462.98,-123563.0,5220.322001169895,,27085.37991038502
1078010,15.79,35656.06,5462.98,-220617.0,4557.091684259328,,22590.00404721628
1078011,1.44,34841.81,4326.62,-4680.0,6228.2479511052625,,29690.18204889474
1078013,6.24,35656.06,5462.98,-67696.0,5363.637012997345,,24906.6850382847
1078015,2.88,35656.06,5462.98,,4970.927974507787,,
1080001,1.36,35441.1,5320.0,-16490.0,1840.9242578192852,,26795.175742180712
1080008,8.4,35441.11,5320.0,-90409.0,3309.5942662886905,,26688.53954323512
1080013,3.3,35441.1,5320.0,-59447.0,1673.1753213411034,,21073.682254416468
1080016,15.36,35441.1,5319.99,-263464.0,1674.2201725942452,,21934.265660739085
1080022,3.6,34626.85,4183.63,-89194.0,1462.998885629254,,12571.370003259632
1080035,4.8,35441.1,5319.99,,1994.719318574349,,
1080036,3.96,35441.1,5319.99,-8400.0,1275.9943988153555,,37363.88347997252
1080038,38.94,35441.1,5319.99,-778628.0,1615.1006972054133,2.6364864864864868,19150.40635466926
1081004,5.4,35774.05,5344.99,-40964.0,5542.901472490081,,27990.21260158399
1081007,19.06,35774.05,5344.99,-226496.0,2103.798675698088,,27131.925479600966
1081020,2.64,34959.8,4208.63,-24420.0,4930.854328520934,,24987.575671479062
1081027,6.96,35774.05,5344.99,-72235.0,4325.8434571801745,,26414.604588796836
1406017,49.28,34244.95,5335.09,0.0,,2.6364864864864868,39580.03999999999
1407023,3.3,35685.71,5433.32,-43144.0,5439.716622373524,,22605.37398368708
1418002,1.19,34980.64,4208.63,0.0,9045.232105127481,,30144.037894872516
1431021,5.58,34604.35,4206.13,-48586.0,2752.5023926110216,,27350.809148607612
1435033,3.6,35428.87,5334.99,-34200.0,1818.5959699848054,,29445.264030015198
1441010,9.64,35809.56,5309.49,,1515.1440037417146,4.5934976756756765,
1446006,1.8,35094.18,5344.99,-21600.0,3788.5524671680305,,24650.617532831966
1450004,2.16,34913.14,4276.13,-12960.0,6034.294142258622,,27154.975857741374
1467011,8.58,35738.22,5380.82,-113402.0,3919.7667604107564,,23982.256922572928
1478008,31.42,35656.06,5462.98,-628320.0,5760.117378507551,35.87772994594595,15361.468770442156
