kunnr,mart_miktar_ton,aygpay,hesnav,MRT 2026,fiil_nakliye_tl_ton,fob_tutar,ton_bası_karlılık
1029030,2.82,36451.29,5502.49,-14556.0,9296.904096015502,,27495.17377632492
1029033,0.49,36451.3,5502.48,0.0,10515.85109323758,,31437.92890676242
1029037,5.92,36451.29,5502.49,-48534.0,9164.853613461184,,24590.615575728
1030005,6.6,35716.21,5504.99,-99000.0,10111.686653535618,,16109.51334646438
1030023,13.74,35716.21,5504.99,,8857.465970287372,,
1030024,10.44,35716.21,5504.99,-120120.0,8351.828095185456,,21363.62477837776
1030027,18.18,35716.21,5504.99,-289705.0,7666.579314192582,,17619.25214895373
1031043,0.42,35418.58,5342.5,-6298.0,1068.8411542207007,,24697.000750541203
1031049,0.6,34604.35,4206.13,0.0,1265.6590527852875,,37544.82094721471
1031054,20.71,35350.53,5342.48,-337661.0,1761.0430818300645,6.450006000000001,22627.717763172343
1031066,2.52,35418.6,5342.49,-40887.0,825.8267187195846,4.037409945945946,23710.263281280415
1031070,9.78,35418.6,5342.49,0.0,1911.4301167989227,,38849.65988320107
1031071,3.84,35418.6,5342.49,-151635.0,2469.416145460333,,-1196.6073954603344
1031086,36.38,35350.53,5342.49,-924154.0,,12.611474918918919,15290.216261682242
1031091,4.8,35418.6,5342.49,-66851.0,1427.4882566142478,,25406.31007671908
1031097,3.84,35418.6,5342.49,-56159.0,3248.47420853139,,22887.87620813527
1031103,0.78,34604.36,4206.13,-103998.0,,6.437456324324325,-94520.27923076923
1031105,8.46,35418.61,5342.48,-77795.0,2430.9606325836985,,29134.502889874922
1031111,13.8,35418.6,5342.49,-199605.0,2055.873578179923,,24241.085987037462
1031113,25.45,35418.6,5342.49,-674478.0,,12.791494216216218,14259.007485265221
1031114,1.56,35418.6,5342.49,0.0,12358.918329625514,,28402.171670374482
1032032,4.14,34876.15,4292.29,-12100.0,,5.98587891891892,36245.73468599034
1032037,2.46,35690.39,5428.64,-7727.0,,6.787159891891893,37977.973089430896
1032043,17.94,35690.39,5428.65,-192385.0,3089.490650102706,9.041883135135137,27305.74778913921
1032047,6.06,35690.39,5428.65,-21591.0,3606.2176070038086,,33949.951105867476
1032048,4.86,34876.14,4292.28,-32285.0,,7.849980324324326,32525.41588477366
1032060,5.4,35690.39,5428.65,-50841.0,,14.910491135135135,31704.04
1032062,2.74,35690.39,5428.65,-8386.0,,11.922297351351352,38058.456058394164
1032063,10.72,35690.39,5428.65,-51205.0,3866.3084155349475,18.038207783783786,32476.14576356953
1033038,3.36,35785.72,5354.14,-47198.0,2592.4655851324706,,24500.37060534372
1033057,3.66,35785.73,5354.15,0.0,3425.583061656843,,37714.29693834316
1033071,14.46,35785.73,5354.15,-220467.0,3251.54974167167,,22641.649760403026
1033073,3.06,35785.73,5354.15,-18353.0,4652.6385169229125,,30489.52906477644
1033083,5.46,35785.73,5354.15,-97895.0,5200.834429804797,,18009.55839070803
1033088,8.4,35785.73,5354.15,-103152.0,4733.087529151987,,24126.79247084802
1033090,17.64,35785.73,5354.15,-175703.0,5377.987621398348,,25801.404850256982
1033098,6.48,35785.73,5354.15,-105177.0,5313.932840142992,,19594.92864133849
1033106,3.24,35785.73,5354.15,-44169.0,3285.5076846600086,,24221.96490793259
1033109,8.04,35785.73,5354.15,-97360.0,3624.3881371850425,,25406.03912649655
1033116,3.24,35785.74,5354.15,-56364.0,3839.3244219463254,,19904.26928175738
1033119,165.89,23644.7,5354.15,-3006608.0,,22.396319945945947,10874.743664476457
1033151,8.38,35785.73,5354.15,-112497.0,3677.1939819867725,,24038.223010853333
1034025,6.48,36149.09,5343.32,-64725.0,1852.8633136096882,5.9834533513513515,29651.12076046438
1034084,52.36,36149.08,5343.32,-557814.0,2013.877391679392,,28825.08486958875
1034087,13.98,36149.09,5343.32,-227416.0,1930.397016353799,,23294.774070913725
1034091,0.72,36149.08,5343.33,-6120.0,3523.0438050222674,,29469.366194977738
1034097,3.16,36149.09,5343.32,-54570.0,2930.1530319252174,,21293.269626302626
1034180,7.56,36149.09,5343.32,-94335.0,4067.7229142925476,,24946.512482532842
1034202,0.12,37820.89,5343.33,-5040.0,,2.6364864864864868,1164.2200000000012
1034203,0.71,37820.87,5343.33,-3540.0,,2.6364864864864868,38178.284507042255
1034207,12.29,36149.09,5343.32,-122880.0,1690.1191511939687,6.157883297297297,29803.91818810627
1034224,1.55,36149.09,5343.31,0.0,5964.254207082702,,35528.14579291729
1034227,2.28,36149.1,5343.32,-17244.0,2657.5071263174746,,31271.75497894568
1034252,11.34,36149.09,5343.32,-158043.0,3871.6632106212746,,23683.97430260624
1034260,0.07,35187.92,5343.33,-720.0,,2.6364864864864868,30245.535714285717
1034265,17.04,36149.09,5343.31,-86830.0,1638.8005972247893,,34757.9421257799
1034267,2.82,36149.08,5343.31,-23970.0,3251.6943931060814,,29740.695606893918
1034293,3.54,36149.1,5343.32,0.0,2940.1341296819805,,38552.28587031802
1034295,2.76,36149.09,5343.32,-16560.0,2344.3153575670203,,33148.094642432974
1034305,2.94,36149.09,5343.32,-17640.0,1732.7327172368587,,33759.677282763136
1034307,1.68,36149.09,5343.32,-18960.0,3853.2871813888205,,26353.40853289689
1034308,13.01,36149.1,5343.33,-139394.0,,2.6364864864864868,30778.056441199078
1034464,10.6,36149.09,5343.32,-132450.0,,2.6364864864864868,28997.12698113207
1034470,1.18,36149.06,5343.33,-5292.0,,7.436157405405407,37007.644237288136
1034494,20.46,36149.09,5343.32,-245323.0,1698.012843808631,,27804.025699690876
1034497,5.81,36149.08,5343.33,-46464.0,,2.6364864864864868,33495.16387263339
1034533,7.13,36149.09,5343.32,-31512.0,,4.774677027027027,37072.77465638148
1034636,0.72,36149.09,5343.32,-6480.0,7061.068292921505,,25431.341707078493
1034713,8.09,36149.09,5343.33,-80880.0,,2.6364864864864868,31494.892187886275
1034722,4.78,36149.09,5343.32,-31139.0,,2.6364864864864868,34977.97485355648
1034723,5.41,36149.08,5343.32,-54045.0,,2.6364864864864868,31502.566358595195
1034725,3.36,36149.09,5343.31,-43602.0,,2.6364864864864868,28515.614285714277
1034799,6.94,36149.07,5343.33,-28431.0,,2.6364864864864868,37395.71412103747
1034812,0.48,35334.83,4206.96,-5760.0,4326.185996176133,,23215.60400382387
1034815,35.66,36149.09,5343.32,-481464.0,1877.6952622770016,,26113.20043598435
1034818,1.91,36149.08,5343.33,-18666.0,2879.849073505296,,28839.786057384757
1034863,3.42,36149.09,5343.31,-29070.0,3596.917407447565,,29395.482592552427
1034885,6.36,36149.1,5343.33,-60420.0,2127.424644918611,5.039802108108109,29865.00535508139
1034887,6.24,36149.09,5343.32,-56160.0,1916.8233746618014,,30575.586625338197
1034895,0.48,36149.08,5343.33,-2400.0,1484.1019631855108,,35008.308036814495
1034896,8.04,36149.09,5343.32,-64320.0,2613.8646950498824,,30878.545304950116
1034915,19.84,36149.09,5343.32,-327141.0,1714.5009519419195,3.0064382702702708,23288.94735450969
1034918,1.8,36149.09,5343.32,-22500.0,,2.6364864864864868,28992.409999999996
1034921,17.7,36149.09,5343.32,-212301.0,1655.0472398690738,,27842.955980469902
1034939,2.52,36149.08,5343.33,-20160.0,2059.5885026724973,,31432.821497327503
1034940,0.48,36149.08,5343.32,-4800.0,2909.733093998078,,28582.666906001927
1034955,5.16,36149.1,5343.31,-28053.0,3975.4742232792883,,32080.307869743967
1034962,12.5,36149.09,5343.32,-175625.0,995.9358737853242,,26446.47412621467
1034963,2.87,36149.09,5343.32,-17208.0,1508.9748979063356,5.04908254054054,33987.61628676265
1034975,5.3,36149.09,5343.32,-19488.0,2161.302385469409,4.436995837837838,35654.12648245511
1034976,13.2,36149.08,5343.33,-133066.0,,2.6364864864864868,31411.652424242428
1034978,5.34,36149.09,5343.32,-40290.0,3616.0035861392626,,30331.462593636017
1034979,3.84,35334.85,4206.96,0.0,2039.4087616992324,,37502.401238300765
1034981,3.97,36149.1,5343.33,-27804.0,,2.6364864864864868,34488.90355163728
1034984,1.62,36149.08,5343.33,-11340.0,2815.956542974995,,31676.45345702501
1034987,2.22,36149.09,5343.32,-35580.0,3938.7368834544864,,21526.646089518486
1034988,2.99,36149.09,5343.32,-29959.0,,2.6364864864864868,31472.677558528427
1034991,23.64,36149.09,5343.32,-141840.0,1993.1540287417604,,33499.25597125824
1034995,9.36,36149.1,5343.32,-56080.0,3406.2450770374285,,32094.72193150958
1034996,4.68,36149.09,5343.32,-77220.0,1815.7496448040247,,23176.66035519597
1035600,6.6,35428.87,5334.98,-103793.0,1139.6099652149524,4.285028756756756,23898.027913572936
1035617,14.04,35428.87,5334.99,-172034.0,1667.0469885521165,,26843.679108313983
1035625,7.7,35428.87,5334.99,-181143.0,,5.5498040540540545,17238.795064935068
1035650,0.6,34614.62,4198.63,-2886.0,704.2386480097367,4.470531945945946,33299.011351990266
1035655,10.38,35428.87,5334.98,-166785.0,,4.494260324324324,24695.9309248555
1035658,39.12,35428.87,5334.99,-588824.0,907.13805804865,,24804.983700642555
1035674,1.74,35428.87,5334.99,-38709.0,564.8470248340759,3.3134307567567576,17952.461251027995
1035682,71.7,35428.87,5334.99,-1581088.0,,2.8209350810810814,18712.42345885635
1035695,1.9,35428.85,5335.0,-18971.0,,6.483753027027027,30779.113157894735
1035711,5.34,35428.87,5334.99,-54456.0,2717.2175395568056,,27848.889651454432
1035716,1.64,35428.87,5334.98,-25646.0,,5.808074270270271,25126.045121951225
1035722,0.6,34614.62,4198.63,-6930.0,1199.1089140127592,,26064.14108598724
1035729,3.06,35428.87,5334.99,-116760.0,1420.744831003203,,1186.2524238987535
1035733,1.7,35428.87,5334.99,0.0,,3.852750432432433,40763.86
1035740,5.46,35428.87,5334.99,-49920.0,1019.1183666504472,,30601.88449049241
1035745,23.14,35428.87,5334.99,-378702.0,,7.941730054054054,24398.172878133104
1035746,31.66,35428.87,5334.99,-600952.0,1202.1409985200253,,20580.291332497036
1035753,27.22,35428.87,5334.99,-498734.0,2683.3853043791682,,19758.138178354115
1035755,8.38,35428.85,5335.0,-207360.0,,3.3634185405405406,16019.219928400955
1035759,1.64,35428.87,5334.99,-12330.0,,7.571461891891893,33245.56731707317
1035769,4.86,35409.1,5334.99,-28859.0,1815.3741107982546,,32990.65004558034
1035793,1.69,35428.88,5335.0,-4901.0,,6.066239027027027,37863.88
1035795,6.37,35428.87,5334.99,-98882.0,,4.559750648648649,25240.78307692308
1035798,21.84,35428.87,5334.99,-346188.0,1665.7568464294336,,23247.00425247167
1035807,6.6,35428.87,5334.99,-85820.0,1325.709369530315,,26435.120327439385
1035817,5.66,35428.87,5335.0,-96642.0,2721.156233806782,,20968.155462306295
1035839,13.86,35428.88,5334.99,-144408.0,,9.699211945945947,30344.822380952377
1035848,10.74,35428.87,5334.99,-163634.0,1771.6589534237053,,23756.26063689287
1035851,17.45,35428.87,5334.99,-236327.0,,5.812609027027028,27220.765444126075
1035852,4.87,35428.89,5335.0,,,4.088557783783783,
1035858,12.0,35428.87,5334.99,-182346.0,,4.368025351351352,25568.36
1035865,7.68,35428.87,5334.99,-122484.0,1600.0804829404026,,23215.3420170596
1035866,17.34,35428.87,5334.99,-234090.0,3421.160659976076,,23842.699340023923
1035867,7.92,35428.87,5334.99,-132028.0,3363.2054931633184,5.62478572972973,20730.452486634662
1035892,3.08,35428.85,5335.0,-44731.0,,4.246114216216217,26240.79805194805
1035896,12.0,35428.87,5334.99,-176584.0,1227.3185195392778,3.992906054054055,24821.208147127385
1035900,20.88,35428.87,5334.99,-290356.0,818.6829598684899,2.9080445945945947,26039.2383428135
1035902,3.54,35428.87,5334.99,-47384.0,1484.35281266477,,25894.19645287195
1035903,17.1,35428.87,5334.99,-270827.0,,5.589351351351351,24926.02374269006
1035912,1.44,35428.87,5334.99,-38636.0,1285.847667587278,4.330059945945946,12647.456776857165
1035913,4.74,34614.62,4198.63,-98635.0,1298.2034480802972,,16705.974821961896
1035916,5.46,35428.87,5334.99,-70099.0,2847.869976771408,,25077.345334583908
1035918,5.46,35428.87,5334.99,-55132.0,1684.853307974511,,28981.570794589592
1035919,53.06,35428.87,5334.99,-1175405.0,,4.869379621621622,18611.485329815307
1036023,5.82,36478.78,5499.98,-92700.0,10822.042303772492,,15228.882644681113
1036025,1.44,35664.54,4363.63,-21600.0,13901.784598724487,,11126.385401275511
1036034,3.0,36478.79,5499.99,-44682.0,12438.731871882283,,14646.048128117716
1036062,3.12,36478.79,5499.99,-55011.0,10600.827809719694,,13746.221421049533
1036063,0.78,36478.79,5499.99,0.0,11335.145141437935,,30643.634858562065
1036067,2.76,36478.79,5499.99,-52440.0,12181.065623049562,,10797.714376950436
1037008,0.98,35706.55,5412.49,-5904.0,10318.03168558473,,24776.5185184969
1037016,3.37,35706.55,5412.48,-17471.0,8101.357240846157,,27833.399762121204
1037025,2.82,35706.55,5412.49,-9165.0,7806.539963779595,,30062.50003622041
1037035,3.26,35706.55,5412.49,-13409.0,8666.247153009546,,28339.602662941375
1037040,6.72,35706.55,5412.49,-40320.0,7268.453246404071,,27850.586753595926
1037044,3.06,35706.55,5412.48,-9945.0,11159.883623244115,,26709.14637675588
1037045,0.76,35706.54,5412.5,-2457.0,9582.735308222784,,28303.40995493511
1037046,13.63,35706.55,5412.49,-83594.0,9844.968959447875,,25140.982265790568
1037051,1.8,34892.3,4276.13,-8550.0,10556.44177737977,,23861.98822262023
1037055,0.48,35706.55,5412.48,-4659.0,7862.998922633204,,23549.781077366795
1037060,3.24,35706.56,5412.49,-11340.0,,,37619.049999999996
1037062,12.95,35706.55,5412.49,-136493.0,7817.601964136223,,22761.43803586378
1037065,2.48,35706.55,5412.49,-18588.0,10576.433917573226,,23047.444792104197
1037066,3.49,35706.55,5412.49,-15714.0,10552.877132060547,,26063.584071377853
1037075,1.18,35706.55,5412.49,-18082.0,10029.979882881784,,15765.331303558894
1037079,10.1,35706.55,5412.49,-93007.0,8514.530574340113,,23395.89556427375
1037081,4.03,35706.55,5412.49,-19379.0,10265.101127419013,,26045.254009057415
1037082,1.94,35706.55,5412.49,-6318.0,10936.691178733892,,26925.647790338277
1037083,1.08,35706.55,5412.49,-3510.0,9925.973960627643,,27943.06603937236
1038087,3.12,34952.31,4236.96,-24960.0,7789.2341833055225,,23400.035816694475
1038089,1.5,35766.56,5373.32,-39205.0,6764.306515419589,,8238.906817913743
1038091,44.82,35589.27,5373.32,-1117038.0,,28.001279297297298,16039.832302543506
1038096,4.5,35766.56,5373.32,-40500.0,7441.636588149815,,24698.243411850184
1038123,9.96,35766.56,5373.32,-169320.0,,26.566608810810813,24139.879999999997
1039020,6.96,35728.22,5390.82,-69600.0,6138.625386320106,,24980.414613679895
1039027,12.72,35728.22,5390.82,-165313.0,6819.972705590386,,21302.762262963075
1040018,1.74,35804.89,5334.98,0.0,4681.486057435378,,36458.383942564615
1040020,7.02,35804.89,5334.99,-98280.0,4002.6972485617553,,23137.182751438246
1040027,2.57,35804.89,5334.99,-46535.0,4257.892831149327,9.613367945945946,18774.983277800082
1040035,3.06,35804.89,5334.99,-21420.0,4587.887709982353,,29551.992290017646
1041055,2.29,35809.56,5309.49,-11460.0,,3.2795782702702705,36114.68318777292
1041057,6.54,35809.55,5309.49,-59827.0,3198.3379062711047,,28772.84276651177
1041067,9.78,35644.92,5309.5,-48900.0,2575.140830037007,,33379.27916996299
1041072,2.4,34995.3,4173.13,-12000.0,2681.930502312206,6.905485405405405,31486.499497687793
1041076,0.26,34995.3,4173.14,-2376.0,,6.580353891891892,30029.978461538463
1041078,2.1,35644.93,5309.48,-18866.0,,5.287315459459459,31970.60047619048
1041091,15.24,35809.55,5309.49,-213143.0,,5.108983513513514,27133.278845144356
1041099,3.53,35809.55,5309.49,-28224.0,,6.840416918918919,33123.57257790368
1041109,0.96,35809.54,5309.5,-7680.0,2730.221256030693,,30388.818743969307
1041118,7.24,35644.93,5309.49,-72185.0,2662.443329123672,7.407050594594594,28321.67280347301
1041120,6.31,34736.01,4173.13,-50496.0,1622.3284136800414,8.877260918918918,29284.275928633742
1041174,2.44,35809.55,5309.5,-21907.0,,3.8966215675675677,32140.771311475415
1041176,5.8,35809.54,5309.5,-44919.0,,2.6364864864864868,33374.38482758621
1041183,0.78,35809.56,5309.48,-7668.0,,4.554899513513514,31288.270769230763
1042067,4.8,35724.85,5429.15,-46978.0,7341.246226187327,,24025.670440479335
1042069,6.0,34910.6,4292.79,0.0,6855.34699679506,,32348.04300320494
1042075,123.43,31376.25,5429.15,-2528462.0,5948.447030701663,28.42839010810811,10371.965527023367
1042101,8.28,35724.85,5429.15,-144900.0,5679.024332855224,,17974.975667144776
1042102,1.2,35724.85,5429.15,-12270.0,8783.956995460914,,22145.043004539086
1042106,7.2,35724.87,5429.17,-134509.0,5550.669117573604,,16921.56532687084
1042111,3.6,35724.85,5429.15,-113325.0,7828.7044072003055,,1846.1289261330312
1042124,3.72,35724.85,5429.15,-37200.0,5649.171603171561,,25504.828396828438
1042126,7.92,35724.85,5429.15,-47520.0,,42.192115081081084,35154.0
1042130,7.8,35724.85,5429.15,-157560.0,8675.195697978565,,12278.804302021435
1042131,3.66,35724.85,5429.15,-47580.0,,22.5345772972973,28154.0
1042132,8.57,35729.37,5429.15,-195511.0,,27.603802594594594,18345.10109684948
1042133,4.48,35729.37,5429.15,-42522.0,3530.497017816694,,28136.505125040458
1042134,14.16,35724.85,5429.15,-197532.0,7535.870930346265,,19668.129069653733
1042137,4.49,35724.85,5429.15,-97103.0,,24.162027675675677,19527.496659242763
1042142,2.4,34651.31,4292.79,-15360.0,8016.900415632029,,24527.19958436797
1042143,32.5,34524.85,5429.15,-870183.0,,28.102098540540542,13179.138461538463
1042145,1.2,34910.6,4292.79,-26863.0,,,16817.556666666664
1042146,4.8,35724.85,5429.15,-107269.0,7682.099175502539,,11124.192491164125
1042148,6.6,35724.85,5429.15,-151890.0,7232.737537949368,,10907.626098414268
1043009,21.49,35738.22,5380.82,-367891.0,,33.0236805945946,23999.868292228944
1043027,3.84,34923.97,4244.46,-15360.0,6341.652125472589,,28826.77787452741
1043035,13.57,35738.22,5380.82,-57438.0,4134.287210125046,,32752.033556271417
1043041,1.68,35738.22,5380.82,-6720.0,8309.909858710402,,28809.1301412896
1043044,10.32,35738.21,5380.82,-97639.0,6381.867117151771,,25276.019471995514
1043050,2.4,35738.22,5380.82,-4564.0,8137.176800857519,,31080.196532475817
1043055,6.36,35738.21,5380.83,-69960.0,6540.135072380679,,23578.904927619325
1043056,11.0,35738.21,5380.82,-75471.0,3314.9782617766323,2.6364864864864868,30943.051738223367
1043058,4.56,35738.22,5380.82,-25978.0,5301.776346488587,,30120.33382895001
1043059,12.96,35738.22,5380.82,-98175.0,5659.9082999669445,,27883.90021855158
1043061,6.0,35738.22,5380.82,-88752.0,6138.920730167065,,20188.11926983294
1043062,3.24,35738.22,5380.82,-10426.0,6938.035366669168,,30963.103398762934
1043063,31.49,35738.22,5380.82,-57013.0,4785.428829928173,,34523.09989665169
1043069,3.24,35738.22,5380.82,-24988.0,5493.63396258991,,27913.060358397743
1044012,7.68,35416.77,5402.49,-1130.0,7069.153446982221,,33602.97113635111
1044035,87.0,35416.77,5402.49,-1759691.0,4726.431976406237,27.77812708108108,15866.494690260424
1044038,6.54,35416.77,5402.49,-78480.0,6423.89951923823,,22395.360480761767
1044056,20.64,35416.77,5402.49,-340560.0,4870.864222426233,,19448.395777573765
1045019,17.76,35681.9,5331.65,-333607.0,3080.370748833776,,19149.001323238303
1045058,3.24,35681.9,5331.65,-9234.0,2624.8086471273728,,35538.74135287263
1045068,34.44,35681.9,5331.65,-766153.0,1828.254380344095,,16939.273552292376
1045071,11.47,35681.9,5331.65,-213300.0,,7.824353675675677,22417.211726242374
1045072,5.46,35681.9,5331.65,-88646.0,3589.7134339392155,,21188.305430529654
1045077,41.23,35681.9,5331.65,-970337.0,2037.3237871460456,14.366636702702701,15441.494221585464
1045082,3.96,35681.9,5331.65,-115409.0,3317.991244807867,,8551.871886505265
1045084,0.36,35681.89,5331.64,-1043.0,2801.3785445852113,,35314.92923319257
1045086,4.26,35681.9,5331.64,-134941.0,3331.2748562251563,,6005.974063962636
1045101,121.5,35681.9,5331.65,-4225281.0,1396.535758497621,,4841.038932860407
1045114,5.22,35681.9,5331.65,-192082.0,2730.368880194187,,1485.863112142979
1045122,7.68,35681.9,5331.65,-196335.0,3505.388359708888,,11943.708515291117
1045123,5.4,35681.9,5331.65,-47077.0,3391.8507422906223,,28903.736294746413
1045126,7.2,35681.9,5331.65,-185064.0,2986.84777000711,,12323.368896659562
1045129,10.68,35681.9,5331.65,-128545.0,3072.2711639797394,,25905.230146881684
1045135,4.44,35681.9,5331.65,-48840.0,3635.540607011015,,26378.009392988984
1045137,6.36,35681.9,5331.65,-139810.0,4127.512694413813,,14903.33290307047
1045138,3.96,35681.9,5331.65,-44541.0,2310.180583833171,,27455.64214343956
1045139,3.06,35681.9,5331.65,-114856.0,4213.178224150604,,-734.2687470264136
1045140,11.4,34867.65,4195.29,-127262.0,2698.120759205028,,25201.485907461643
1045142,6.66,35681.9,5331.65,,3326.963534726658,,
1046017,0.36,35125.52,5345.0,0.0,3526.714559001923,,36943.805440998076
1046024,7.26,35049.76,5344.99,-109038.0,2287.0223455303344,,23088.719390006852
1046029,1.68,35125.52,5344.99,-18215.0,4350.459309268929,,25277.78878596916
1046033,7.5,35105.75,5344.99,-115850.0,3650.421281579228,,21353.652051754107
1046034,7.8,35105.75,5344.99,-132632.0,3238.627618646296,,20208.00981725114
1046053,3.24,35094.18,5344.98,-25920.0,2376.972329137805,,30062.1876708622
1046057,0.6,35105.75,5344.98,-11400.0,,,21450.729999999996
1046064,6.36,34291.49,4208.63,-104011.0,2258.504408853027,,19887.68477353691
1046069,0.66,35094.18,5344.98,0.0,3554.5974055200895,,36884.56259447991
1047021,1.44,35406.49,5435.92,-21840.0,5685.228314134916,,19990.51501919841
1047022,9.18,35406.49,5435.92,-147721.0,4261.9972302938295,,20488.800569270432
1047026,0.72,35406.49,5435.92,-11904.0,5240.4726893488705,,19068.60397731779
1047036,0.96,35406.49,5435.92,-19114.0,5502.92959026134,,15429.06374307199
1047038,0.6,35406.48,5435.92,0.0,6177.4848009225725,,34664.915199077426
1047040,4.8,35406.49,5435.92,-116300.0,4157.593240894111,,12455.65009243922
1047046,15.42,35406.49,5435.92,-269850.0,3867.48516077358,,19474.924839226413
1047048,3.12,35406.49,5435.92,-7875.0,3216.101160727627,,35102.27037773391
1047051,2.4,35406.49,5435.92,-18872.0,4004.974695219565,,28974.101971447097
1047052,31.68,35406.49,5435.92,-737869.0,4059.175413715021,,13491.91514184053
1047062,4.2,35406.49,5435.92,-43215.0,7271.397111100804,,23281.727174613476
1047064,24.84,35406.49,5435.92,-546480.0,3925.745602473891,,14916.664397526103
1048034,7.0,35733.22,5385.82,-61752.0,4839.687635331293,,27457.638078954424
1048036,28.44,35733.22,5385.82,-498060.0,3882.3238403862574,,19724.057931765645
1048041,2.28,35733.22,5385.82,-18240.0,4684.93855511442,,28434.10144488558
1048052,5.4,35733.22,5385.82,0.0,3102.1133341748573,,38016.92666582514
1048060,23.34,35733.22,5385.82,-404527.0,3385.583193367221,,20401.537355047516
1048062,14.48,35733.22,5385.82,-291057.0,3822.955273496089,,17195.463179542585
1048064,21.18,35733.22,5385.82,-256654.0,5053.028397441986,,23948.25900576859
1048066,9.48,35733.22,5385.82,0.0,4840.391070733183,,36278.64892926682
1048069,1.74,35733.22,5385.82,-12180.0,5537.05022677639,,28581.989773223613
1048079,2.04,34918.97,4249.46,-10200.0,4713.017268748657,,29455.412731251345
1048085,127.85,35733.22,5385.82,-3186991.0,3143.8348112956915,22.823536216216215,13047.625994335911
1048092,3.24,35733.22,5385.82,-45360.0,3573.728386035373,,23545.31161396463
1048093,11.96,35733.22,5385.82,-119496.0,3332.7977491292677,,27794.937903044643
1048098,19.79,35733.22,5385.82,-341751.0,3366.286556323266,,20483.880275409938
1048108,6.04,35733.22,5385.82,-127401.0,4656.601435864454,,15369.557769433562
1048109,1.21,35733.22,5385.82,-8193.0,3360.645576567672,,30987.32004326704
1048111,12.46,35733.22,5385.82,-160896.0,,23.67037567567568,28206.038394863564
1048113,7.73,35733.22,5385.82,-116460.0,,23.476224810810812,26053.063285899094
1048114,5.18,35733.22,5385.82,-66252.0,3422.531948152379,,24906.546661886234
1048118,4.44,34918.97,4249.46,-22200.0,3966.6194466472757,,30201.810553352727
1048119,6.97,35733.22,5385.82,-76661.0,4424.585064006332,,25695.74618420027
1048122,41.33,35733.22,5385.82,-109386.0,4367.809849640125,,34104.58122705961
1049007,3.66,35755.38,5465.82,-72250.0,6040.674039084024,,15440.088802446026
1049019,4.62,35778.96,5465.82,-17325.0,5363.356035062748,,32131.423964937254
1049023,1.86,35755.38,5465.82,-14880.0,6274.980603835338,,26946.219396164655
1049026,6.36,35755.38,5465.82,-95447.0,5769.992912659543,,20443.81715023353
1049032,0.72,35755.38,5465.82,-2628.0,4745.208975130586,,32825.991024869414
1050022,2.64,35727.39,5412.49,-40202.0,5765.838912489758,,20146.010784479935
1050026,6.18,35727.39,5412.49,-66143.0,6175.61657686013,,24261.512614078383
1050031,5.76,35727.39,5412.49,-64765.0,5028.865616214087,18.479239243243246,24867.090772674797
1050037,6.6,35727.39,5412.49,-108889.0,4899.823805991373,,19741.72286067529
1050040,5.28,35727.39,5412.49,-70030.0,4990.67507616574,,22885.947348076683
1050041,3.06,35727.39,5412.49,-18722.0,7350.405215442524,,27671.174130962703
1050069,1.56,35727.39,5412.49,-11606.0,8634.81462349733,,25065.321786759076
1050075,2.52,34913.14,4276.13,0.0,6017.232305752504,,33172.03769424749
1051010,1.87,35747.4,5392.5,-22464.0,4947.9238122169645,,24179.14196318411
1051022,0.6,35775.0,5392.5,-12636.0,5476.539509176317,,14630.96049082368
1051023,4.26,35747.39,5392.49,-89471.0,4227.093246805631,,15910.20459356995
1051026,5.04,35747.39,5392.49,-80640.0,4526.526170121015,,20613.35382987898
1051027,1.56,34933.14,4256.14,-24648.0,3981.185095927381,,19408.09490407262
1052008,7.45,35575.22,5543.82,-135955.0,5945.181204661201,,16924.865506748196
1052018,1.38,35575.23,5543.81,-3960.0,5597.712796328106,,32651.761986280588
1052023,16.36,35575.22,5543.82,-190516.0,5122.131279592035,,24351.676446569338
1052029,2.42,35575.22,5543.82,-35374.0,5603.864925288327,,20897.819702810848
1052033,7.26,35575.22,5543.82,-114599.0,5297.201099719969,,20036.852674384714
1052038,6.94,35575.22,5543.82,-85243.0,6071.916029537483,,22764.27094452592
1052041,2.39,35575.22,5543.82,-23853.0,5180.372461210119,,25958.33281075641
1052042,4.62,35575.22,5543.82,-63279.0,6077.24080690864,,21345.04594633812
1052043,2.1,35575.22,5543.82,-44388.0,5724.850817863508,,14257.046324993637
1052044,7.46,35575.22,5543.82,-75045.0,5527.337443793154,,25532.051081676014
1052046,2.4,35575.22,5543.81,-35557.0,6351.210071185428,,19952.403262147902
1052048,7.2,35575.22,5543.82,-102422.0,5104.77320958693,,21788.989012635295
1052053,4.96,35575.22,5543.82,-77833.0,5608.712302592411,,19818.1906006334
1052059,1.2,35575.23,5543.82,-3898.0,6244.532528928313,,31626.184137738357
1052060,6.53,35575.22,5543.82,-54791.0,6341.073907266049,,26387.307593499645
1052061,12.61,35575.22,5543.82,-100183.0,4646.740486921157,,28527.573105465843
1052062,1.63,35575.22,5543.82,-2856.0,5430.10283224927,,33936.78992848693
1052068,3.36,35575.22,5543.82,-60469.0,5414.081698311895,,17708.232111211917
1052085,0.6,35575.22,5543.82,-4086.0,5290.847191351366,,29018.192808648637
1052086,1.2,35575.22,5543.82,-20555.0,5358.687574414309,,18631.185758919022
1052088,2.18,35575.22,5543.82,-48782.0,6064.4647539110665,,12677.511025905449
